"cate_rmse","cate_coverage","cate_interval_length","ate_rmse","ate_coverage","ate_interval_length","gamma1_sig","gamma2_sig","gamma3_sig","gamma4_sig","gamma5_sig"
4.00532882882998,0.126,1.99484648914979,3.24452085145586,0,1.01786913743149,0,1,0,1,1
3.09420152571727,0.136,1.97299965372126,2.37965533464181,0,1.01523545620578,0,0,0,1,1
3.54164957987293,0.066,1.80864812185672,2.77773378649091,0,1.0410373026287,0,0,0,1,1
4.08880256210928,0.172,1.92598185621843,3.30099548176617,0,1.12976430224804,0,0,0,1,1
3.10946624026184,0.264,2.01862158764707,2.37862117243831,0,0.989306203982722,0,0,0,1,1
3.83887309664134,0.25,2.27773217688472,3.00138339059429,0,1.12571218802265,0,0,0,1,1
3.92743056694789,0.164,1.88269138766594,3.12063873903266,0,1.01689941691789,0,0,0,1,1
3.20835013957321,0.058,1.80092480923168,2.46166105346252,0,1.0647937401207,0,0,0,1,1
3.21113245014699,0.058,1.84916985311232,2.49705798171676,0,1.04042393673765,0,0,0,1,1
3.69297191002755,0.084,1.85246989950995,2.94549720746672,0,0.987498144400937,0,0,0,1,1
3.11917630076605,0.216,2.12692636296101,2.4054623354508,0,1.03770183811259,0,0,0,1,1
3.71931765738099,0.166,1.90552218305382,2.90698993217021,0,1.07008659603152,0,0,0,1,1
3.6392633173384,0.072,1.82586530299103,2.8640913301008,0,1.04683077291689,0,0,0,1,1
4.38543740130261,0.16,1.83443184521715,3.63993844451422,0,1.05795601771222,0,0,0,1,1
3.87341665319573,0.122,1.82982306060639,3.15256070597822,0,1.06787062859027,0,0,0,1,1
3.29827924970338,0.1,1.9477378891412,2.56421025496877,0,1.0231044509176,0,0,0,1,1
3.65254955226088,0.158,1.94880393968493,2.90417082141529,0,0.964641974733806,1,0,0,1,1
3.34924825428996,0.172,2.03615539976432,2.56180777513995,0,1.05896154885336,0,0,0,1,1
3.58361494283943,0.092,1.80258149061247,2.7973191420236,0,1.04858205407003,0,0,0,1,1
3.23476548451896,0.084,1.98500178408663,2.53006277186935,0,1.04685300176533,0,0,0,1,1
3.2974618214517,0.146,1.93995140511661,2.50039652906005,0,0.991256953103722,0,0,0,1,1
4.05701966675334,0.228,1.87573500572377,3.29941536277445,0,1.05565934713333,0,0,0,1,1
3.31295742512952,0.166,1.88653627580933,2.64932401474917,0,1.01130062268634,0,0,0,1,1
4.46185009064243,0.178,1.8514420343429,3.67680934192675,0,1.03903895648273,0,0,0,1,1
3.15104114397058,0.162,1.98475006802032,2.38540698500191,0,1.08514310137195,0,0,0,1,1
3.35092884256805,0.156,2.01445317377297,2.57956800141653,0,1.01115228355468,0,0,0,1,1
2.76239498666466,0.142,1.93376550554972,2.02765943198867,0,0.997879740330557,0,0,0,1,1
4.0656117431406,0.268,2.0425936448077,3.27096711443744,0,1.11320005314675,0,0,0,1,1
3.60629105269105,0.108,2.06710389649717,2.93734573094151,0,1.08694201511255,0,0,0,1,1
4.12020983967587,0.192,2.089174977145,3.31599140128524,0,1.16342011735008,0,0,0,1,1
3.18347839078369,0.068,1.83077283344669,2.42029374951514,0,1.03025766224686,0,0,0,1,1
3.72843854839548,0.324,1.86441670255179,2.93421342767734,0,1.03444081969864,0,0,0,0,1
3.50438368247079,0.062,1.92823121291726,2.69508953703942,0,1.07909258709367,0,0,0,1,1
3.57248239792932,0.104,1.90794466959581,2.77135422966252,0,1.07100135381502,0,0,0,1,1
3.77626925123795,0.158,1.94641431410989,3.04893224435838,0,1.02081804562411,0,0,0,1,1
3.62489106533986,0.12,1.97281007673715,2.85405958610979,0,1.05976708456357,0,0,0,1,1
3.3640890433124,0.144,1.85582697030693,2.64810699438656,0,1.03351146299509,0,0,0,1,1
3.0115145446052,0.236,1.98060227746304,2.22681637404111,0,1.13269895683129,0,0,0,0,1
3.94679116757212,0.182,1.80802149045172,3.13631311618702,0,1.02687914085769,0,0,0,1,1
3.59593725282994,0.096,1.9717499601446,2.81446996981772,0,1.06593929022463,0,0,0,1,1
3.42607710761575,0.14,2.12579402845541,2.68247425802503,0,1.04387450232319,0,0,0,1,1
3.55433492276305,0.234,2.15112108568113,2.82711346561636,0,1.06343088997171,0,1,0,0,1
3.77941739237093,0.104,1.84154814038513,2.96970370865434,0,1.01649224121528,0,0,0,1,1
3.27283956016615,0.144,1.91081626776341,2.52292699021627,0,1.05908266266843,0,0,0,1,1
3.64596016347308,0.24,1.96895351750154,2.79976732372891,0,1.06116631803345,0,0,0,1,1
3.69465463848925,0.274,2.07558997037764,2.90040933356368,0,1.08946809049417,0,0,0,0,1
3.63461132156758,0.112,1.85185389197901,2.86594381456155,0,0.970804392668349,0,0,0,1,1
3.59975809215099,0.218,2.08510815033381,2.8816952950363,0,1.05245904302632,0,0,0,1,1
4.06977252237566,0.074,1.72311839175973,3.35494753389308,0,0.914489161406419,0,0,0,1,1
3.755002537986,0.158,1.96855766486926,2.97913148276373,0,1.06186215415189,0,0,0,1,1
