,Model,sample_size,effect_type,mu_type,rmse,coverage,interval_length
0,Horseshoe,250,homogeneous,linear,3.0250263551084,0.016,1.38061442629471
1,Horseshoe,250,homogeneous,linear,3.012756938532,0.016,1.41400872367194
2,Horseshoe,250,homogeneous,linear,2.99839666233058,0.0,1.38786952810593
3,Horseshoe,250,homogeneous,linear,3.00070156811036,0.0,1.29624801827803
4,Horseshoe,250,homogeneous,linear,3.00522636711066,0.0,1.26345712800769
5,Horseshoe,250,homogeneous,linear,3.01828767270704,0.0,1.37402435311124
6,Horseshoe,250,homogeneous,linear,3.07093335264821,0.028,1.40483663823558
7,Horseshoe,250,homogeneous,linear,3.03059491170255,0.008,1.36350783803946
8,Horseshoe,250,homogeneous,linear,3.00205678445891,0.0,1.35084695474778
9,Horseshoe,250,homogeneous,linear,3.06315089544432,0.056,1.59012671537203
10,Horseshoe,250,homogeneous,linear,3.04560496604625,0.02,1.48836612096517
11,Horseshoe,250,homogeneous,linear,3.02226376849348,0.012,1.3350782733752
12,Horseshoe,250,homogeneous,linear,2.99962124123834,0.0,1.3361136956352
13,Horseshoe,250,homogeneous,linear,3.00253446864973,0.004,1.29055425990447
14,Horseshoe,250,homogeneous,linear,3.00164793681482,0.0,1.40481874115106
15,Horseshoe,250,homogeneous,linear,3.00789273092104,0.028,1.41472467426334
16,Horseshoe,250,homogeneous,linear,3.0044002571511,0.0,1.44695093510881
17,Horseshoe,250,homogeneous,linear,2.9927711139676,0.0,1.38897014175955
18,Horseshoe,250,homogeneous,linear,3.05256625403125,0.036,1.45979162025041
19,Horseshoe,250,homogeneous,linear,2.99861619069059,0.0,1.20535392719106
20,Horseshoe,250,homogeneous,linear,3.0126205590394,0.0,1.30352180504694
21,Horseshoe,250,homogeneous,linear,3.00318443347845,0.0,1.28467887702583
22,Horseshoe,250,homogeneous,linear,3.00020517060512,0.0,1.25384942039683
23,Horseshoe,250,homogeneous,linear,2.97261833598659,0.024,1.50646476063614
24,Horseshoe,250,homogeneous,linear,2.99590962151498,0.036,1.45749663946529
25,Horseshoe,250,homogeneous,linear,2.99727534504104,0.004,1.38300221077259
26,Horseshoe,250,homogeneous,linear,3.01598132006195,0.02,1.432526685508
27,Horseshoe,250,homogeneous,linear,2.99875854845422,0.0,1.26800289272558
28,Horseshoe,250,homogeneous,linear,3.01489813826356,0.016,1.28390278330906
29,Horseshoe,250,homogeneous,linear,3.00001452201686,0.0,1.13752764799892
30,Horseshoe,250,homogeneous,linear,3.05981905954973,0.036,1.47952578566094
31,Horseshoe,250,homogeneous,linear,2.99269533789441,0.032,1.45218641046792
32,Horseshoe,250,homogeneous,linear,3.03764755733338,0.008,1.44588644338151
33,Horseshoe,250,homogeneous,linear,3.07225754245431,0.032,1.40581587765225
34,Horseshoe,250,homogeneous,linear,2.99323468646936,0.004,1.21146610073708
35,Horseshoe,250,homogeneous,linear,3.01490753759,0.0,1.16845714123544
36,Horseshoe,250,homogeneous,linear,3.00734175473383,0.02,1.33200383945453
37,Horseshoe,250,homogeneous,linear,3.03915045446479,0.024,1.33061961581521
38,Horseshoe,250,homogeneous,linear,3.0107427407281,0.016,1.31973351471581
39,Horseshoe,250,homogeneous,linear,3.00189094739324,0.016,1.30597190934132
40,Horseshoe,250,homogeneous,linear,3.01474941833332,0.0,1.39888968196556
41,Horseshoe,250,homogeneous,linear,3.00046323960677,0.0,1.14779027803253
42,Horseshoe,250,homogeneous,linear,2.99542992849546,0.024,1.40204279844878
43,Horseshoe,250,homogeneous,linear,3.01689908096343,0.012,1.36618356207658
44,Horseshoe,250,homogeneous,linear,2.96978087568137,0.168,1.57642676765969
45,Horseshoe,250,homogeneous,linear,3.31671221400007,0.148,1.49972583049496
46,Horseshoe,250,homogeneous,linear,2.99736896650549,0.008,1.34036132037073
47,Horseshoe,250,homogeneous,linear,2.99823353555833,0.0,1.044119067125
48,Horseshoe,250,homogeneous,linear,2.99261045575136,0.0,1.13627511905101
49,Horseshoe,250,homogeneous,linear,3.00001589434688,0.004,1.31004390482022
0,Horseshoe,500,homogeneous,linear,3.03684596551275,0.02,1.10566733654425
1,Horseshoe,500,homogeneous,linear,3.04403042171028,0.02,1.09521140386935
2,Horseshoe,500,homogeneous,linear,3.00042567253085,0.0,0.961684478241636
3,Horseshoe,500,homogeneous,linear,3.01101957950989,0.006,0.933693517925416
4,Horseshoe,500,homogeneous,linear,3.00813202489942,0.0,0.952953365896395
5,Horseshoe,500,homogeneous,linear,3.11430754090696,0.04,1.11106789530343
6,Horseshoe,500,homogeneous,linear,3.00574396741672,0.0,1.04302997931765
7,Horseshoe,500,homogeneous,linear,3.02187703240514,0.014,1.0713051559276
8,Horseshoe,500,homogeneous,linear,3.05382414033132,0.012,1.09987361365867
9,Horseshoe,500,homogeneous,linear,3.00972992363497,0.008,0.993784143325068
10,Horseshoe,500,homogeneous,linear,3.00355028558747,0.0,0.951814528959632
11,Horseshoe,500,homogeneous,linear,3.00223252222801,0.002,0.98625066333332
12,Horseshoe,500,homogeneous,linear,3.00002575906047,0.0,1.01350552382969
13,Horseshoe,500,homogeneous,linear,2.99734212073348,0.004,0.941571469604555
14,Horseshoe,500,homogeneous,linear,2.99869384494257,0.0,0.983573385807505
15,Horseshoe,500,homogeneous,linear,3.00631134273576,0.0,0.906251275628946
16,Horseshoe,500,homogeneous,linear,3.00743381279219,0.002,0.961883363058088
17,Horseshoe,500,homogeneous,linear,3.00223684779617,0.0,0.87744128004456
18,Horseshoe,500,homogeneous,linear,3.0477164896048,0.01,1.16031974608868
19,Horseshoe,500,homogeneous,linear,3.00006584309769,0.0,0.8898395425227
20,Horseshoe,500,homogeneous,linear,2.98977249872714,0.01,1.101587625155
21,Horseshoe,500,homogeneous,linear,3.01104159292542,0.0,1.04807551032614
22,Horseshoe,500,homogeneous,linear,2.99984086348526,0.0,0.981687752803007
23,Horseshoe,500,homogeneous,linear,3.05880490209735,0.038,1.11345544395146
24,Horseshoe,500,homogeneous,linear,3.07561177194831,0.038,1.16808596386465
25,Horseshoe,500,homogeneous,linear,2.99984220575115,0.0,0.889881605645884
26,Horseshoe,500,homogeneous,linear,3.0001855223968,0.0,0.83115827823746
27,Horseshoe,500,homogeneous,linear,2.99300054780756,0.0,1.11065554097834
28,Horseshoe,500,homogeneous,linear,2.99590637404021,0.0,0.904316784909421
29,Horseshoe,500,homogeneous,linear,3.05018322095323,0.036,1.05013733915173
30,Horseshoe,500,homogeneous,linear,3.02548820471174,0.004,0.969973068979784
31,Horseshoe,500,homogeneous,linear,2.99896235786151,0.0,0.939934133097974
32,Horseshoe,500,homogeneous,linear,3.0070883427511,0.002,0.992593130480984
33,Horseshoe,500,homogeneous,linear,3.00753074196087,0.0,0.9511964611664
34,Horseshoe,500,homogeneous,linear,2.9957397218966,0.0,0.870282674683282
35,Horseshoe,500,homogeneous,linear,3.00170746076266,0.0,0.926461085012949
36,Horseshoe,500,homogeneous,linear,3.00411383189584,0.0,0.86255973411472
37,Horseshoe,500,homogeneous,linear,2.99918178439159,0.0,0.910411916912123
38,Horseshoe,500,homogeneous,linear,3.0084223859722,0.0,0.937474711134225
39,Horseshoe,500,homogeneous,linear,3.00039224333689,0.0,0.907515270111712
40,Horseshoe,500,homogeneous,linear,2.99877563697651,0.0,0.974546229763257
41,Horseshoe,500,homogeneous,linear,3.003879666425,0.0,0.955086039215277
42,Horseshoe,500,homogeneous,linear,3.1115769319221,0.024,1.05368275177841
43,Horseshoe,500,homogeneous,linear,3.00015792051269,0.0,0.813814696427438
44,Horseshoe,500,homogeneous,linear,3.00066939152438,0.0,0.952439485878381
45,Horseshoe,500,homogeneous,linear,2.9973222023746,0.0,0.894667957217272
46,Horseshoe,500,homogeneous,linear,2.99901212350081,0.0,0.950004029830514
47,Horseshoe,500,homogeneous,linear,3.02954128807399,0.012,1.04544886395541
48,Horseshoe,500,homogeneous,linear,2.99721720994422,0.002,0.892984870778968
49,Horseshoe,500,homogeneous,linear,2.9868256973843,0.006,0.967454674772843
0,Horseshoe,250,heterogeneous,nonlinear,1.71127553397917,0.412,1.87756564693199
1,Horseshoe,250,heterogeneous,nonlinear,1.78799288653237,0.312,1.85525357994488
2,Horseshoe,250,heterogeneous,nonlinear,1.76203012710345,0.336,1.80000617960927
3,Horseshoe,250,heterogeneous,nonlinear,1.83604064474198,0.324,1.82938307611521
4,Horseshoe,250,heterogeneous,nonlinear,1.6647194698616,0.34,1.94001796224825
5,Horseshoe,250,heterogeneous,nonlinear,1.69015102211737,0.288,1.6349599573158
6,Horseshoe,250,heterogeneous,nonlinear,1.72868537391614,0.352,2.00379123431268
7,Horseshoe,250,heterogeneous,nonlinear,1.80775059137241,0.34,1.82295987051068
8,Horseshoe,250,heterogeneous,nonlinear,1.76986315853597,0.312,1.8531439047896
9,Horseshoe,250,heterogeneous,nonlinear,2.03223719718579,0.328,2.28076276032067
10,Horseshoe,250,heterogeneous,nonlinear,2.02265762613519,0.268,1.93688642635292
11,Horseshoe,250,heterogeneous,nonlinear,1.6762127749226,0.284,1.46286345201479
12,Horseshoe,250,heterogeneous,nonlinear,1.71618076235824,0.344,1.8662861613824
13,Horseshoe,250,heterogeneous,nonlinear,1.75903082184152,0.296,1.96757222728138
14,Horseshoe,250,heterogeneous,nonlinear,1.95184073271016,0.352,1.96538478843263
15,Horseshoe,250,heterogeneous,nonlinear,1.85794640912183,0.344,1.90925393941453
16,Horseshoe,250,heterogeneous,nonlinear,1.92424716937666,0.332,2.04081047210191
17,Horseshoe,250,heterogeneous,nonlinear,1.84512962365097,0.32,1.85550106187619
18,Horseshoe,250,heterogeneous,nonlinear,1.71826125208983,0.296,1.5746733679692
19,Horseshoe,250,heterogeneous,nonlinear,1.69558050831006,0.348,1.68250538033702
20,Horseshoe,250,heterogeneous,nonlinear,1.79729443149369,0.3,1.91133012308306
21,Horseshoe,250,heterogeneous,nonlinear,1.81300567732208,0.276,1.6483134718552
22,Horseshoe,250,heterogeneous,nonlinear,1.68489612121954,0.352,1.8325313726489
23,Horseshoe,250,heterogeneous,nonlinear,1.82918366952133,0.308,2.05280853007648
24,Horseshoe,250,heterogeneous,nonlinear,1.81500523488624,0.344,2.21517157986061
25,Horseshoe,250,heterogeneous,nonlinear,1.80201670696719,0.288,1.84577204246718
26,Horseshoe,250,heterogeneous,nonlinear,1.53175565792274,0.388,1.89120510463955
27,Horseshoe,250,heterogeneous,nonlinear,1.78537337623434,0.304,1.75642393039459
28,Horseshoe,250,heterogeneous,nonlinear,1.6024143813896,0.288,1.66823033150034
29,Horseshoe,250,heterogeneous,nonlinear,1.79376536439462,0.28,1.5594477606911
30,Horseshoe,250,heterogeneous,nonlinear,1.65642849121965,0.36,1.88231820428832
31,Horseshoe,250,heterogeneous,nonlinear,1.73875379828805,0.364,1.88794816369316
32,Horseshoe,250,heterogeneous,nonlinear,1.52322822768946,0.388,1.91265786567783
33,Horseshoe,250,heterogeneous,nonlinear,2.11128842107319,0.292,2.14230309744382
34,Horseshoe,250,heterogeneous,nonlinear,1.72083818198205,0.32,1.7752340157056
35,Horseshoe,250,heterogeneous,nonlinear,1.79698883550442,0.348,1.88254713371281
36,Horseshoe,250,heterogeneous,nonlinear,1.77051405601433,0.328,1.7633269444402
37,Horseshoe,250,heterogeneous,nonlinear,2.34568947677332,0.312,2.10412251366229
38,Horseshoe,250,heterogeneous,nonlinear,1.89144711186707,0.312,1.93051092295896
39,Horseshoe,250,heterogeneous,nonlinear,1.905268956704,0.336,2.07285064618689
40,Horseshoe,250,heterogeneous,nonlinear,1.77340781424844,0.356,2.02686240796418
41,Horseshoe,250,heterogeneous,nonlinear,1.69808411486093,0.244,1.45882191259767
42,Horseshoe,250,heterogeneous,nonlinear,1.83847775785316,0.284,1.69217527175567
43,Horseshoe,250,heterogeneous,nonlinear,1.66775486069632,0.348,1.82357352443122
44,Horseshoe,250,heterogeneous,nonlinear,2.27463183667134,0.368,2.35161927877363
45,Horseshoe,250,heterogeneous,nonlinear,1.81569007635421,0.336,1.7679930150545
46,Horseshoe,250,heterogeneous,nonlinear,1.64412825955366,0.372,1.81461384015912
47,Horseshoe,250,heterogeneous,nonlinear,1.68163189775019,0.272,1.46029811902313
48,Horseshoe,250,heterogeneous,nonlinear,1.90006018135741,0.312,1.82032076906026
49,Horseshoe,250,heterogeneous,nonlinear,1.869353063771,0.288,1.79988383591452
0,Horseshoe,500,heterogeneous,nonlinear,1.66414662125162,0.23,1.28042845566942
1,Horseshoe,500,heterogeneous,nonlinear,1.72695865536393,0.22,1.36411126489497
2,Horseshoe,500,heterogeneous,nonlinear,1.73486149146061,0.24,1.35538636516958
3,Horseshoe,500,heterogeneous,nonlinear,1.71116585013553,0.164,1.12685183885321
4,Horseshoe,500,heterogeneous,nonlinear,1.93501590330315,0.268,1.53081279794722
5,Horseshoe,500,heterogeneous,nonlinear,1.79828441419617,0.222,1.36369430058833
6,Horseshoe,500,heterogeneous,nonlinear,1.80158059943658,0.288,1.59559086078497
7,Horseshoe,500,heterogeneous,nonlinear,1.89017191441067,0.284,1.58002307813135
8,Horseshoe,500,heterogeneous,nonlinear,1.75706116204056,0.242,1.30093802582894
9,Horseshoe,500,heterogeneous,nonlinear,1.70866642849157,0.206,1.22304288857335
10,Horseshoe,500,heterogeneous,nonlinear,1.8196415072895,0.198,1.21082356828455
11,Horseshoe,500,heterogeneous,nonlinear,1.66028682114374,0.236,1.30721432709689
12,Horseshoe,500,heterogeneous,nonlinear,1.68747181637429,0.248,1.38218648708052
13,Horseshoe,500,heterogeneous,nonlinear,1.78745620281863,0.24,1.25831344868935
14,Horseshoe,500,heterogeneous,nonlinear,1.67860885364322,0.212,1.25935840526318
15,Horseshoe,500,heterogeneous,nonlinear,1.92681614055357,0.162,1.20077427714038
16,Horseshoe,500,heterogeneous,nonlinear,1.66470301734588,0.16,1.0835935291542
17,Horseshoe,500,heterogeneous,nonlinear,1.85286442293075,0.216,1.35921630338534
18,Horseshoe,500,heterogeneous,nonlinear,1.99703426629353,0.292,1.67910881013631
19,Horseshoe,500,heterogeneous,nonlinear,1.74531045018813,0.204,1.24271559145613
20,Horseshoe,500,heterogeneous,nonlinear,1.85956467415145,0.29,1.61971045174666
21,Horseshoe,500,heterogeneous,nonlinear,1.87443825696524,0.262,1.53593520857894
22,Horseshoe,500,heterogeneous,nonlinear,1.76103277386545,0.194,1.19082040854899
23,Horseshoe,500,heterogeneous,nonlinear,1.82554985077966,0.264,1.44393050361004
24,Horseshoe,500,heterogeneous,nonlinear,1.87305059691385,0.328,1.61499233033317
25,Horseshoe,500,heterogeneous,nonlinear,1.78937964902693,0.196,1.25151096354577
26,Horseshoe,500,heterogeneous,nonlinear,1.67647272772779,0.224,1.33433903590162
27,Horseshoe,500,heterogeneous,nonlinear,1.71288557713321,0.266,1.40145558139077
28,Horseshoe,500,heterogeneous,nonlinear,1.76314750364431,0.218,1.26157896203809
29,Horseshoe,500,heterogeneous,nonlinear,2.02048793957255,0.284,1.56990159821264
30,Horseshoe,500,heterogeneous,nonlinear,1.62629739567037,0.194,1.21760855174763
31,Horseshoe,500,heterogeneous,nonlinear,1.81887804554387,0.244,1.58690968433062
32,Horseshoe,500,heterogeneous,nonlinear,1.70950042695652,0.24,1.2974944986509
33,Horseshoe,500,heterogeneous,nonlinear,1.87528209035663,0.234,1.40883146071901
34,Horseshoe,500,heterogeneous,nonlinear,1.82361554397853,0.258,1.44271538342659
35,Horseshoe,500,heterogeneous,nonlinear,1.73412059013415,0.22,1.34128393304689
36,Horseshoe,500,heterogeneous,nonlinear,1.85948444590126,0.228,1.29779590914043
37,Horseshoe,500,heterogeneous,nonlinear,1.80657111359848,0.202,1.22914877190332
38,Horseshoe,500,heterogeneous,nonlinear,1.96927132394178,0.254,1.55352451135239
39,Horseshoe,500,heterogeneous,nonlinear,1.67213112502724,0.204,1.22351518972191
40,Horseshoe,500,heterogeneous,nonlinear,1.90333880937402,0.24,1.35420242709555
41,Horseshoe,500,heterogeneous,nonlinear,1.87585643151454,0.272,1.43283872761805
42,Horseshoe,500,heterogeneous,nonlinear,1.76497882159792,0.24,1.43953229901089
43,Horseshoe,500,heterogeneous,nonlinear,1.74800853748017,0.236,1.19633292388142
44,Horseshoe,500,heterogeneous,nonlinear,1.77956579947849,0.218,1.29511651232115
45,Horseshoe,500,heterogeneous,nonlinear,1.66749898597714,0.222,1.2603845430562
46,Horseshoe,500,heterogeneous,nonlinear,1.58135120980786,0.214,1.19272639819349
47,Horseshoe,500,heterogeneous,nonlinear,1.64833310765075,0.204,1.25207684465591
48,Horseshoe,500,heterogeneous,nonlinear,1.81461510709128,0.208,1.23185846235316
49,Horseshoe,500,heterogeneous,nonlinear,1.63756743927993,0.216,1.20843754115653
0,Horseshoe,250,homogeneous,nonlinear,3.00756940813534,0.052,2.13661072128226
1,Horseshoe,250,homogeneous,nonlinear,3.02009698027717,0.084,2.09989956691113
2,Horseshoe,250,homogeneous,nonlinear,2.99575371992291,0.028,2.08678447031693
3,Horseshoe,250,homogeneous,nonlinear,3.03097907893438,0.06,2.08876541861948
4,Horseshoe,250,homogeneous,nonlinear,2.98665935623665,0.032,2.11858577605488
5,Horseshoe,250,homogeneous,nonlinear,2.99725560992351,0.0,1.91188940703557
6,Horseshoe,250,homogeneous,nonlinear,3.07967913396311,0.08,2.15388741208711
7,Horseshoe,250,homogeneous,nonlinear,3.01622050642238,0.044,2.07510300119027
8,Horseshoe,250,homogeneous,nonlinear,3.02934070553978,0.052,2.04640335111989
9,Horseshoe,250,homogeneous,nonlinear,3.22462493250085,0.156,2.66973527708762
10,Horseshoe,250,homogeneous,nonlinear,3.0694657673755,0.1,2.06788090512054
11,Horseshoe,250,homogeneous,nonlinear,3.05133000131289,0.064,1.85156066228235
12,Horseshoe,250,homogeneous,nonlinear,3.00027915150263,0.016,2.14267207388193
13,Horseshoe,250,homogeneous,nonlinear,3.09486550360619,0.112,2.30616959928367
14,Horseshoe,250,homogeneous,nonlinear,3.0041880392108,0.036,2.23521335076498
15,Horseshoe,250,homogeneous,nonlinear,3.04427851419132,0.116,2.2218935657522
16,Horseshoe,250,homogeneous,nonlinear,2.99908269010868,0.036,2.18925329865322
17,Horseshoe,250,homogeneous,nonlinear,2.99158906736198,0.076,2.09400450906151
18,Horseshoe,250,homogeneous,nonlinear,2.99374868798765,0.028,1.77911738548854
19,Horseshoe,250,homogeneous,nonlinear,3.00124019352795,0.012,1.85491553961727
20,Horseshoe,250,homogeneous,nonlinear,3.06296351184444,0.08,2.22070661763316
21,Horseshoe,250,homogeneous,nonlinear,3.01972123163186,0.02,1.85174535921016
22,Horseshoe,250,homogeneous,nonlinear,3.00156780326036,0.028,2.01734725689475
23,Horseshoe,250,homogeneous,nonlinear,2.99517005901883,0.14,2.33675568364314
24,Horseshoe,250,homogeneous,nonlinear,3.11122750464463,0.2,2.46206227859869
25,Horseshoe,250,homogeneous,nonlinear,3.00365416478309,0.04,1.94153690559199
26,Horseshoe,250,homogeneous,nonlinear,3.02741700696705,0.076,2.20493468882705
27,Horseshoe,250,homogeneous,nonlinear,3.05694329760179,0.044,2.08701660425785
28,Horseshoe,250,homogeneous,nonlinear,2.99893693653744,0.004,1.81746611450471
29,Horseshoe,250,homogeneous,nonlinear,3.05052315565202,0.072,1.87315294890081
30,Horseshoe,250,homogeneous,nonlinear,2.99985725273738,0.036,2.16603897208688
31,Horseshoe,250,homogeneous,nonlinear,2.97963946453679,0.08,2.13660813849849
32,Horseshoe,250,homogeneous,nonlinear,2.99599206274973,0.048,2.15626950367142
33,Horseshoe,250,homogeneous,nonlinear,3.5052979159258,0.18,2.47392657357249
34,Horseshoe,250,homogeneous,nonlinear,3.00421965377528,0.012,1.97182257467795
35,Horseshoe,250,homogeneous,nonlinear,2.99512902995873,0.032,2.11186275393964
36,Horseshoe,250,homogeneous,nonlinear,2.99546584095929,0.032,2.07259156633507
37,Horseshoe,250,homogeneous,nonlinear,3.15548222789027,0.124,2.23055227150514
38,Horseshoe,250,homogeneous,nonlinear,3.05717910395789,0.14,2.1994151200657
39,Horseshoe,250,homogeneous,nonlinear,3.02590830359513,0.112,2.27627357788168
40,Horseshoe,250,homogeneous,nonlinear,3.07575892365943,0.076,2.36122252543545
41,Horseshoe,250,homogeneous,nonlinear,3.00000972086567,0.012,1.68234901291109
42,Horseshoe,250,homogeneous,nonlinear,2.99256201353916,0.04,1.95430262280959
43,Horseshoe,250,homogeneous,nonlinear,3.00373483892284,0.032,2.00696578238773
44,Horseshoe,250,homogeneous,nonlinear,3.14460409052016,0.276,2.59949472975199
45,Horseshoe,250,homogeneous,nonlinear,3.04571893259061,0.096,2.04269104555422
46,Horseshoe,250,homogeneous,nonlinear,3.00828693025312,0.064,2.07491370612828
47,Horseshoe,250,homogeneous,nonlinear,3.00049378417483,0.004,1.60455369165611
48,Horseshoe,250,homogeneous,nonlinear,3.00500254743715,0.092,2.10334575816794
49,Horseshoe,250,homogeneous,nonlinear,2.9990768053591,0.016,1.99818244400529
0,Horseshoe,500,homogeneous,nonlinear,3.00370473332162,0.024,1.50322917243582
1,Horseshoe,500,homogeneous,nonlinear,3.00910694880324,0.024,1.59181494292607
2,Horseshoe,500,homogeneous,nonlinear,3.00017828997778,0.0,1.51614858965967
3,Horseshoe,500,homogeneous,nonlinear,3.01636598615653,0.014,1.40036945074963
4,Horseshoe,500,homogeneous,nonlinear,3.14279970192545,0.072,1.70053288634484
5,Horseshoe,500,homogeneous,nonlinear,3.00719495511494,0.022,1.63019549262694
6,Horseshoe,500,homogeneous,nonlinear,3.09486625254049,0.05,1.82267003476246
7,Horseshoe,500,homogeneous,nonlinear,3.08761162806668,0.098,1.74800746691244
8,Horseshoe,500,homogeneous,nonlinear,3.00051920863735,0.0,1.45205072205844
9,Horseshoe,500,homogeneous,nonlinear,3.01553127921463,0.04,1.45329789045354
10,Horseshoe,500,homogeneous,nonlinear,3.00916201005594,0.01,1.36978720523705
11,Horseshoe,500,homogeneous,nonlinear,2.99694492418842,0.008,1.42378867874168
12,Horseshoe,500,homogeneous,nonlinear,3.00723360293694,0.008,1.53695879701117
13,Horseshoe,500,homogeneous,nonlinear,2.99435862683582,0.004,1.42030680175901
14,Horseshoe,500,homogeneous,nonlinear,3.00919935605825,0.01,1.4190064764455
15,Horseshoe,500,homogeneous,nonlinear,3.02294713237557,0.012,1.44956354637798
16,Horseshoe,500,homogeneous,nonlinear,2.99647878636147,0.004,1.28270464608303
17,Horseshoe,500,homogeneous,nonlinear,2.99912243520941,0.0,1.37922392848222
18,Horseshoe,500,homogeneous,nonlinear,3.15292244213886,0.088,1.88629478736849
19,Horseshoe,500,homogeneous,nonlinear,3.01013031178954,0.002,1.41648905477423
20,Horseshoe,500,homogeneous,nonlinear,3.09771576608001,0.124,1.91380085025336
21,Horseshoe,500,homogeneous,nonlinear,3.07041848894627,0.032,1.67721721241328
22,Horseshoe,500,homogeneous,nonlinear,3.0023393007897,0.0,1.33675212922388
23,Horseshoe,500,homogeneous,nonlinear,3.07201675293383,0.098,1.65845916992863
24,Horseshoe,500,homogeneous,nonlinear,3.1404859451433,0.088,1.73603652474503
25,Horseshoe,500,homogeneous,nonlinear,3.00240886481863,0.002,1.36436513433238
26,Horseshoe,500,homogeneous,nonlinear,3.00233729596858,0.0,1.30128310680932
27,Horseshoe,500,homogeneous,nonlinear,2.99163306711021,0.012,1.57147735651577
28,Horseshoe,500,homogeneous,nonlinear,3.00087039449043,0.016,1.50384965221566
29,Horseshoe,500,homogeneous,nonlinear,3.32724570972824,0.174,1.7635423130361
30,Horseshoe,500,homogeneous,nonlinear,3.02368154830395,0.01,1.4014762641469
31,Horseshoe,500,homogeneous,nonlinear,3.00023590254181,0.016,1.68861735318691
32,Horseshoe,500,homogeneous,nonlinear,2.99908472808634,0.008,1.42560941893129
33,Horseshoe,500,homogeneous,nonlinear,2.99623296859797,0.006,1.55263284642252
34,Horseshoe,500,homogeneous,nonlinear,3.0347842423452,0.04,1.51241373444597
35,Horseshoe,500,homogeneous,nonlinear,3.00474509681752,0.006,1.48889679993995
36,Horseshoe,500,homogeneous,nonlinear,2.99907217062161,0.006,1.44929235577407
37,Horseshoe,500,homogeneous,nonlinear,2.99878504527942,0.0,1.37646014746094
38,Horseshoe,500,homogeneous,nonlinear,3.13911357956869,0.066,1.8163119169145
39,Horseshoe,500,homogeneous,nonlinear,3.00172088606521,0.002,1.40522430613141
40,Horseshoe,500,homogeneous,nonlinear,3.11799589465403,0.078,1.67410017317588
41,Horseshoe,500,homogeneous,nonlinear,3.15211978893111,0.088,1.72244513151973
42,Horseshoe,500,homogeneous,nonlinear,3.09665258765312,0.068,1.69397827281664
43,Horseshoe,500,homogeneous,nonlinear,2.99930387954966,0.002,1.36694293878899
44,Horseshoe,500,homogeneous,nonlinear,3.01416334530865,0.022,1.47223314241844
45,Horseshoe,500,homogeneous,nonlinear,3.00345611752497,0.0,1.42763808460508
46,Horseshoe,500,homogeneous,nonlinear,3.00438896749298,0.006,1.38115837712414
47,Horseshoe,500,homogeneous,nonlinear,3.00719133777269,0.0,1.34607268906545
48,Horseshoe,500,homogeneous,nonlinear,2.99682741667733,0.012,1.37581756675873
49,Horseshoe,500,homogeneous,nonlinear,2.98896872144817,0.01,1.36914860209038
