"cate_rmse","cate_coverage","cate_interval_length","ate_rmse","ate_coverage","ate_interval_length","gamma1_sig","gamma2_sig","gamma3_sig","gamma4_sig","gamma5_sig"
3.36576680694531,0.38,3.78818393871378,2.6025586115382,0,2.19641766777403,0,0,0,0,1
3.01821060923865,0.448,3.91706149535778,2.25935263599203,0,2.0729908609146,0,0,0,0,1
3.77340160510846,0.396,4.41619568374661,2.7832094636295,0,2.12916860058546,0,0,0,1,1
3.40418151835209,0.464,4.23061960496636,2.35976069394502,0,2.27052299743675,0,0,0,0,1
2.83954852818344,0.424,4.05678728282654,1.98701286696687,0,2.20534685921862,0,0,1,0,1
3.2727192896121,0.48,4.24687410743531,2.42351280690132,0,2.30769833303197,0,0,0,0,1
3.25037627437913,0.388,3.72455455497589,1.8595325705092,0,1.7338972864198,1,0,1,1,1
4.71246904487791,0.216,3.52315468155053,3.99816681770773,0,1.91870934373574,0,0,0,1,1
3.5809410137694,0.256,3.32004771083618,2.84244118042863,0,1.83855737917516,0,0,0,1,1
2.50724769379774,0.544,3.97651301312197,1.49246218256309,0,2.09453717216013,0,0,1,1,1
3.58413632983056,0.384,3.86805104800234,2.45931981528235,0,1.96189251557662,0,0,1,0,1
3.51700098839462,0.336,3.15604736743765,2.72959663286456,0,1.76206830158695,0,0,0,0,1
3.01495148471722,0.416,3.68317645222966,2.13978069790446,0,1.87513594145475,0,0,0,0,1
3.40712271282561,0.396,3.89886347840682,2.51378439498378,0,2.02488344199018,0,0,0,1,1
2.47117479707635,0.488,3.7882842884763,1.39429820314865,0,1.97142655582814,0,0,1,0,1
2.91333735790091,0.388,3.4320656036008,2.12408854550947,0,1.9491479633423,0,0,0,0,1
3.64071330180199,0.336,4.33496595162537,2.65675216309673,0,2.21131822650257,0,0,1,0,1
3.75158119774196,0.348,4.01944547553173,2.47240092991781,0,1.99964481937507,0,1,0,0,1
2.82600045782245,0.416,3.69078027140154,2.00605938579753,0,2.12376665700819,0,0,0,0,1
3.42191758573558,0.372,3.85231532078526,2.31789481402233,0,2.04087032206655,0,0,1,0,1
3.40389920528402,0.324,3.28976231222221,2.66676179331152,0,1.87343985131892,0,0,0,0,1
4.16450593149156,0.348,4.09617442798129,3.27299677840437,0,2.02325589761589,0,0,0,1,1
3.46333684513129,0.336,3.6388875297369,2.65449861759439,0,1.89219098441254,0,0,0,0,1
2.96195590005035,0.408,3.3833121865956,2.13923224231388,0,1.80730929230223,0,0,0,0,1
3.91045246293297,0.348,3.53415841510517,3.16521764398094,0,1.85302061035942,0,0,0,0,1
2.51678448210886,0.488,3.85282982492209,1.63873987200484,0,2.05705352202085,0,0,0,0,1
3.86982748853296,0.344,4.17343657829295,3.06425429958286,0,2.14971672747366,0,0,0,0,1
2.84283130831232,0.496,4.3440900829249,1.80377985936269,0,2.22705804374858,0,0,0,1,1
3.49573098912385,0.356,3.70997600251032,2.75647656755736,0,2.0570818623227,0,0,0,0,1
4.65576398722989,0.208,3.46319818808696,3.26469658307795,0,1.93801460745079,0,0,1,0,1
3.01799311532038,0.356,3.56359057646548,2.00122128871373,0,1.91751094724902,0,0,1,1,1
2.33723967701463,0.568,3.86223234898529,0.740521267959835,1,1.91328471101271,0,0,1,0,1
2.89549558721835,0.36,3.57894304483864,1.77460859793995,0,1.87890137046318,0,0,1,0,1
3.1641088168846,0.384,3.95212390459349,2.35706060190111,0,2.15893628916347,0,0,0,1,1
3.85404515323721,0.38,3.69982898645353,3.05550612100551,0,2.10934590736495,0,0,0,0,1
3.48211408320116,0.32,3.76303013648962,2.50750322700666,0,2.02403291702705,0,0,0,1,1
3.94620673698217,0.3,3.81395105242954,1.2599367238311,0,2.05115278614891,0,0,1,0,1
3.11648538588711,0.412,3.92144525485438,1.7408342566462,0,1.9191168531465,0,0,1,1,1
3.37035843956112,0.412,4.28229970365159,2.25919877651292,0,2.17675503982538,0,0,1,0,1
3.72902577248749,0.288,3.95455552180436,2.92297065734815,0,2.23324273682212,0,0,0,1,1
4.04310515973018,0.336,3.76066304065438,3.15808473677583,0,1.93063031996036,0,0,0,1,1
3.42689418442568,0.444,3.96041058205539,2.49566759884766,0,2.07121050592579,0,0,0,0,1
3.06340293604297,0.408,3.84065941433717,1.99299103337522,0,2.00089946799287,0,0,1,1,1
3.79941604367301,0.388,4.25559016143411,2.25981772099596,0,2.00358031778229,0,0,1,0,1
2.48406566552126,0.408,3.47222160676434,1.7218133587038,0,1.83778635827988,0,0,0,0,1
3.70999529177913,0.344,3.84409611083306,2.5862541666523,0,1.98702181641154,0,0,1,1,1
2.39730847958183,0.56,3.5259118353789,0.798165086807323,1,1.86744967311448,0,0,1,0,1
2.86188262325658,0.408,3.61559370757843,1.9554431570108,0,1.74140061052309,0,0,0,0,1
3.3944477815519,0.292,3.49976941783295,2.66904126246187,0,2.01244964871276,0,0,0,1,1
3.8541169797588,0.292,3.66110112814304,2.86565873844193,0,1.78298782796228,0,0,1,1,1
